epoch,train loss,valid loss
0,1.1421004442068248,1.1136848032474518
1,1.1380483095462506,1.1290326118469238
2,1.100197251026447,1.11569544672966
3,1.0854837527641883,1.1033259332180023
4,1.094454205953158,1.0808590650558472
5,1.0619018444648156,1.0732174813747406
6,1.041740472500141,1.0713656842708588
7,1.0437309879523058,1.0561867654323578
8,1.0282237621454091,1.0526166558265686
9,1.0143586763968835,1.0532616078853607
10,1.016665403659527,1.0542886555194855
11,0.998732498058906,1.0490335375070572
12,0.9751721895658053,1.0558955669403076
13,0.974871617097121,1.04917711019516
14,0.9963224163422217,1.0421337485313416
15,0.9515335238896884,1.0366869121789932
16,0.9523728444026067,1.0425575822591782
17,0.9539104929337134,1.045392632484436
18,0.9306358144833491,1.0514458864927292
19,0.9485470606730535,1.0426159650087357
20,0.9305045421306903,1.039401888847351
21,0.9199227186349722,1.032550111413002
22,0.9022867954694308,1.0402736812829971
23,0.9068727584985586,1.037138968706131
24,0.9049441310075613,1.0332510024309158
25,0.8785520700307993,1.0340826213359833
26,0.8901067009338965,1.034675419330597
27,0.8823002530978277,1.0423741340637207
28,0.8982081871766311,1.0346521437168121
29,0.8658751707810622,1.0321387946605682
30,0.8543499249678391,1.0381194204092026
31,0.8580263669674213,1.043095737695694
32,0.8633960439608648,1.0345503091812134
33,0.8573707754795368,1.035059243440628
34,0.838175879074977,1.0301484316587448
35,0.8465913625863882,1.0393177270889282
36,0.8414917863332309,1.0331798791885376
37,0.8138300776481628,1.03517284989357
38,0.8090545626787039,1.0349459201097488
39,0.8166154485482436,1.0427627563476562
40,0.8255346646675696,1.0321910679340363
41,0.8213816606081449,1.0413994789123535
42,0.8234373239370493,1.042066216468811
43,0.8239383330711951,1.044409155845642
44,0.8151977383173429,1.0389628112316132
45,0.8092302817564744,1.048383668065071
46,0.8005123734474182,1.0479454547166824
47,0.8070084269230182,1.0581379979848862
48,0.7972840712620661,1.0559953302145004
49,0.797369658946991,1.051710233092308
50,0.7968943164898799,1.0475055873394012
51,0.7906906054570124,1.0422498732805252
52,0.7806481031271127,1.0453871339559555
53,0.7812382533000066,1.0366035103797913
54,0.7906563786359934,1.0492174625396729
55,0.7949701639322134,1.033103033900261
56,0.7779959898728591,1.0367243438959122
57,0.7746363373903128,1.0377316027879715
58,0.7816186593129084,1.0343796610832214
59,0.7720362956707294,1.0364746004343033
60,0.7903220653533936,1.0394504517316818
61,0.7590319789372958,1.051025703549385
62,0.7731670370468726,1.0535456538200378
63,0.7522694010000962,1.049164667725563
64,0.7708450785050025,1.0440369844436646
