epoch,train loss,valid loss
0,1.1327170867186327,1.1426371932029724
1,1.1296815230296209,1.1391490697860718
2,1.1267148898198054,1.1343522667884827
3,1.0992077864133394,1.1310270428657532
4,1.0753028759589562,1.1320231556892395
5,1.0780317279008718,1.1319132149219513
6,1.0536708052341754,1.1234185993671417
7,1.0352803147756136,1.1029537618160248
8,1.0416207496936505,1.101633369922638
9,1.0243613032194285,1.0990063846111298
10,1.0316738898937519,1.0861787796020508
11,1.0189266571631799,1.0802173614501953
12,0.9917931648401114,1.0780660808086395
13,0.9984493851661682,1.0738967955112457
14,0.9830439411676847,1.0707611739635468
15,0.9838638397363516,1.0641981363296509
16,0.9735123240030729,1.0650253295898438
17,0.9694756086056049,1.0632151663303375
18,0.9611335442616389,1.0594304203987122
19,0.9505963646448575,1.0481431484222412
20,0.9187979927429786,1.0500185787677765
21,0.9462710114625784,1.0493130683898926
22,0.9317274735524104,1.0411734879016876
23,0.9324598266528203,1.0421216189861298
24,0.9180377584237319,1.0413747727870941
25,0.9323568252416757,1.0313944816589355
26,0.9280083454572238,1.0394926071166992
27,0.9090263385039109,1.0366674959659576
28,0.9038858459546015,1.027188777923584
29,0.9138463506331811,1.0256808996200562
30,0.8991282994930561,1.0202832967042923
31,0.8778053705508893,1.0224300473928452
32,0.8904769879121047,1.0165206491947174
33,0.8862460622420678,1.0131984949111938
34,0.8664352389482352,1.0253609120845795
35,0.8788134501530573,1.0192172229290009
36,0.8461689628087558,1.0232089161872864
37,0.873119789820451,1.0305702090263367
38,0.8502041835051316,1.0397816002368927
39,0.8587695222634536,1.038709819316864
40,0.8434594732064468,1.032831460237503
41,0.8377478718757629,1.0398427844047546
42,0.8482083265598004,1.0417551398277283
43,0.8486206806623019,1.034209355711937
44,0.8602008590331445,1.03118297457695
45,0.8305205565232497,1.0248295366764069
46,0.83263904773272,1.0285697132349014
47,0.823670492722438,1.0244074165821075
48,0.8154134016770583,1.0349039733409882
49,0.820446660885444,1.0283077657222748
50,0.8172223338714013,1.0305103361606598
51,0.811433168557974,1.0284573435783386
52,0.8381313177255484,1.035834640264511
53,0.8067023295622605,1.0224177837371826
54,0.8181302409905654,1.0221697986125946
55,0.7986443547102121,1.0235661566257477
56,0.8115583062171936,1.0199707448482513
57,0.8027520133898809,1.0297599136829376
58,0.7962728188588069,1.0293708741664886
59,0.7939280317379878,1.0322610139846802
60,0.8000271045244657,1.0372657030820847
61,0.7978801452196561,1.0467168390750885
62,0.7913670310607324,1.0472629219293594
63,0.8027390470871558,1.0442535877227783
